Order_ID,Gender_Category,Product_Category,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Order_Date,Sales_Channel,Region,Revenue
3272,Men,Lifestyle,Blazer Mid,8,1,5527.7,0.0,2025-05-18,Retail,Hyderabad,5527.7
3273,Women,Soccer,Phantom GT,M,1,5527.7,0.17,2024-02-04,Online,Bengaluru,4587.991
3274,Men,Training,SuperRep Go,L,3,6031.14,0.15,2025-05-03,Retail,Hyderabad,15379.407000000001
3275,Women,Soccer,Premier III,L,4,2572.41,0.0,2025-05-27,Retail,Hyderabad,10289.64
2046,Men,Soccer,Tiempo Legend,L,1,2572.41,0.0,2024-09-17,Online,Bengaluru,2572.41
3277,Men,Training,SuperRep Go,L,4,2572.41,0.0,2024-09-05,Online,Bengaluru,10289.64
3278,Kids,Lifestyle,Dunk Low,L,4,2572.41,0.0,2025-01-06,Retail,Pune,10289.64
3279,Kids,Soccer,Mercurial Superfly,XL,4,2572.41,0.1,2024-11-09,Retail,Delhi,9260.676
3280,Kids,Training,SuperRep Go,XL,1,7709.7,0.0,2024-10-12,Online,Mumbai,7709.7
3281,Men,Soccer,Mercurial Superfly,L,2,6075.6,0.0,2024-10-12,Retail,Pune,12151.2
3282,Kids,Basketball,Air Jordan,XL,4,5776.74,0.23,2024-05-19,Retail,Delhi,17792.3592
3283,Men,Soccer,Premier III,XL,2,5776.74,0.0,2024-10-18,Online,Mumbai,11553.48
3284,Women,Running,Free RN,XL,4,5776.74,0.0,2024-08-20,Online,Kolkata,23106.96
3285,Men,Training,Metcon 7,XL,4,4323.86,0.0,2024-10-05,Online,Hyderabad,17295.44
3286,Kids,Basketball,LeBron 20,XL,0,4323.86,0.0,2025-01-16,Retail,Hyderabad,0.0
3287,Kids,Running,Free RN,XL,4,7377.71,1.02,2025-01-16,Retail,Mumbai,-590.2168000000005
3288,Kids,Lifestyle,Dunk Low,10,4,7377.71,0.0,2024-07-25,Retail,Delhi,29510.84
3289,Men,Training,Metcon 7,M,1,7377.71,0.0,2024-09-13,Online,Pune,7377.71
3290,Kids,Lifestyle,Air Force 1,XL,2,7377.71,0.0,2024-09-13,Online,Pune,14755.42
3291,Women,Running,Free RN,XL,4,2983.6,0.0,2024-09-13,Retail,Hyderabad,11934.4
3292,Women,Training,Metcon 7,M,4,2983.6,0.0,2025-05-23,Online,Hyderabad,11934.4
3293,Kids,Lifestyle,Blazer Mid,M,4,2983.6,0.0,2025-05-23,Online,Kolkata,11934.4
3294,Women,Basketball,LeBron 20,M,4,2983.6,0.0,2025-05-23,Retail,Kolkata,11934.4
3295,Women,Training,SuperRep Go,10,4,2983.6,0.0,2024-12-29,Online,Delhi,11934.4
2021,Kids,Running,React Infinity,12,4,5875.99,0.0,2024-12-29,Online,Hyderabad,23503.96
3297,Men,Lifestyle,Air Force 1,L,4,5875.99,0.0,2025-02-07,Online,Delhi,23503.96
3298,Men,Training,ZoomX Invincible,L,4,9716.03,0.0,2025-02-07,Online,Mumbai,38864.12
3299,Men,Basketball,Kyrie Flytrap,L,2,4492.46,0.68,2025-02-07,Retail,Bengaluru,2875.1743999999994
3300,Women,Basketball,Air Jordan,L,2,4492.46,0.0,2024-12-18,Retail,Bengaluru,8984.92
3301,Women,Lifestyle,Waffle One,L,0,4492.46,0.0,2024-12-18,Retail,Hyderabad,0.0
3302,Women,Soccer,Tiempo Legend,M,2,6226.74,0.0,2025-05-12,Retail,Pune,12453.48
3303,Kids,Soccer,Tiempo Legend,9,2,6380.5,0.0,2024-10-19,Online,Kolkata,12761.0
3304,Women,Running,React Infinity,M,0,4216.14,0.65,2024-11-15,Online,Mumbai,0.0
3305,Kids,Running,Free RN,M,0,4216.14,0.0,2024-10-17,Retail,Hyderabad,0.0
3306,Kids,Basketball,LeBron 20,L,0,7127.99,0.25,2024-07-30,Retail,Mumbai,0.0
3307,Women,Soccer,Mercurial Superfly,M,0,7127.99,0.0,2024-08-12,Online,Mumbai,0.0
3308,Men,Training,ZoomX Invincible,M,0,5594.08,0.85,2025-04-08,Online,Bengaluru,0.0
3309,Men,Lifestyle,Air Force 1,M,4,5594.08,0.0,2023-09-12,Retail,Hyderabad,22376.32
3310,Women,Running,Free RN,M,4,8069.3,0.21,2025-04-18,Retail,Kolkata,25498.988
3311,Kids,Soccer,Premier III,M,0,8069.3,0.04,2025-05-02,Online,Delhi,0.0
3312,Women,Basketball,Zoom Freak,M,1,8069.3,0.0,2025-05-25,Retail,Pune,8069.3
3313,Kids,Basketball,Kyrie Flytrap,8,0,9460.52,0.0,2025-05-25,Retail,Hyderabad,0.0
3314,Men,Training,ZoomX Invincible,9,2,7050.14,0.0,2025-05-25,Retail,Hyderabad,14100.28
3315,Women,Training,Metcon 7,XL,3,6109.1,0.0,2025-05-25,Retail,Bengaluru,18327.300000000003
3316,Women,Running,React Infinity,L,3,6109.1,1.02,2024-04-25,Online,Bengaluru,-366.5460000000004
3317,Kids,Basketball,Air Jordan,10,3,6109.1,0.0,2024-04-25,Online,Hyderabad,18327.300000000003
3318,Men,Training,Flex Trainer,XL,4,6109.1,0.0,2025-04-11,Online,Delhi,24436.4
3319,Women,Running,Air Zoom,XL,4,6109.1,0.37,2024-09-28,Retail,Mumbai,15394.932
3320,Kids,Basketball,Air Jordan,XL,4,8046.47,0.05,2024-09-12,Online,Kolkata,30576.586
3321,Kids,Soccer,Tiempo Legend,M,4,4986.67,1.07,2025-01-15,Retail,Mumbai,-1396.2676000000013
3322,Men,Training,Metcon 7,M,1,8130.74,0.0,2023-08-28,Online,Hyderabad,8130.74
3323,Men,Running,Air Zoom,M,1,8130.74,0.07,2024-01-01,Retail,Delhi,7561.588199999999
3324,Women,Lifestyle,Dunk Low,M,3,9040.55,0.0,2024-08-17,Retail,Hyderabad,27121.649999999998
3325,Kids,Basketball,LeBron 20,L,3,9040.55,0.0,2024-11-06,Online,Hyderabad,27121.649999999998
3326,Men,Training,SuperRep Go,M,3,9040.55,0.88,2025-05-30,Online,Mumbai,3254.5979999999995
3327,Men,Training,Flex Trainer,12,3,9040.55,0.0,2025-03-10,Online,Bengaluru,27121.649999999998
3328,Women,Soccer,Phantom GT,12,1,9040.55,0.25,2024-09-20,Online,Pune,6780.412499999999
3329,Kids,Training,ZoomX Invincible,M,1,9040.55,0.0,2024-04-28,Retail,Kolkata,9040.55
3330,Women,Training,Metcon 7,M,1,9040.55,0.85,2024-04-28,Online,Kolkata,1356.0825
3331,Kids,Soccer,Phantom GT,L,1,9040.55,0.0,2024-04-28,Retail,Mumbai,9040.55
3332,Men,Training,SuperRep Go,L,2,3106.54,0.0,2024-04-28,Retail,Pune,6213.08
3333,Kids,Training,SuperRep Go,L,2,2471.71,0.0,2024-04-28,Retail,Kolkata,4943.42
3334,Kids,Soccer,Tiempo Legend,L,3,2471.71,0.0,2023-11-14,Online,Mumbai,7415.13
3335,Men,Soccer,Premier III,L,4,3138.53,0.0,2024-08-17,Retail,Delhi,12554.12
3336,Kids,Running,React Infinity,XL,4,4334.53,0.0,2025-03-31,Online,Hyderabad,17338.12
3337,Men,Training,ZoomX Invincible,L,4,6656.01,0.0,2024-10-10,Online,Delhi,26624.04
3338,Women,Training,ZoomX Invincible,L,3,6656.01,1.24,2025-06-09,Online,Kolkata,-4792.3272
3339,Men,Lifestyle,Air Force 1,L,3,6656.01,0.0,2025-05-15,Retail,Delhi,19968.03
3340,Kids,Soccer,Premier III,M,3,3248.74,0.0,2024-12-29,Retail,Mumbai,9746.22
3341,Kids,Training,Metcon 7,8,3,8387.99,0.0,2024-03-23,Online,Bengaluru,25163.97
2037,Women,Lifestyle,Dunk Low,12,4,9405.77,1.23,2025-04-11,Online,Delhi,-8653.3084
3343,Kids,Basketball,Air Jordan,L,3,9405.77,0.0,2024-11-12,Retail,Hyderabad,28217.31
3344,Kids,Soccer,Mercurial Superfly,12,4,8217.37,1.06,2025-06-24,Retail,Hyderabad,-1972.168800000002
2048,Men,Lifestyle,Blazer Mid,XL,4,4389.44,0.0,2025-06-24,Online,Bengaluru,17557.76
3346,Kids,Training,SuperRep Go,12,4,4389.44,0.15,2025-06-24,Retail,Delhi,14924.095999999998
3347,Men,Training,ZoomX Invincible,L,0,4389.44,0.0,2025-06-24,Online,Mumbai,0.0
3348,Women,Soccer,Mercurial Superfly,9,0,2114.86,0.0,2024-09-26,Online,Hyderabad,0.0
3349,Men,Training,ZoomX Invincible,M,0,8180.92,1.25,2024-09-26,Retail,Hyderabad,-0.0
3350,Women,Basketball,Zoom Freak,L,4,5319.24,0.48,2025-05-28,Online,Bengaluru,11064.0192
3351,Men,Training,SuperRep Go,L,4,5319.24,0.48,2025-05-28,Online,Kolkata,11064.0192
3352,Women,Training,SuperRep Go,9,4,6622.41,0.23,2025-03-01,Retail,Pune,20397.0228
2028,Men,Basketball,Kyrie Flytrap,7,4,2824.55,0.0,2025-03-01,Online,Delhi,11298.2
3354,Men,Lifestyle,Dunk Low,L,0,7781.4,0.4,2024-11-01,Retail,Kolkata,0.0
3355,Kids,Basketball,LeBron 20,6,0,7781.4,1.14,2025-01-16,Online,Pune,-0.0
3356,Women,Soccer,Tiempo Legend,M,4,6206.45,0.0,2025-03-13,Online,Mumbai,24825.8
3357,Kids,Training,Flex Trainer,M,4,6206.45,0.5,2025-04-05,Online,Delhi,12412.9
3358,Men,Basketball,Kyrie Flytrap,M,4,9362.81,0.43,2024-08-01,Online,Hyderabad,21347.2068
3359,Kids,Basketball,LeBron 20,M,4,9362.81,1.16,2024-09-01,Retail,Mumbai,-5992.198399999997
3360,Women,Training,Metcon 7,M,4,6548.87,0.06,2024-07-31,Online,Bengaluru,24623.7512
3361,Women,Basketball,LeBron 20,XL,0,6548.87,0.0,2024-07-31,Retail,Bengaluru,0.0
3362,Men,Lifestyle,Air Force 1,L,3,6548.87,0.0,2024-03-10,Retail,Delhi,19646.61
3363,Women,Basketball,Kyrie Flytrap,L,3,6548.87,0.6,2025-02-18,Online,Bengaluru,7858.644
3364,Kids,Soccer,Premier III,M,1,6548.87,0.24,2024-09-11,Online,Pune,4977.1412
3365,Kids,Running,Air Zoom,M,1,6548.87,0.95,2024-09-11,Retail,Pune,327.4435000000003
3366,Men,Basketball,LeBron 20,M,1,6548.87,0.0,2024-12-15,Retail,Pune,6548.87
2029,Kids,Training,Metcon 7,L,1,6548.87,0.2,2024-11-20,Online,Kolkata,5239.0960000000005
3368,Women,Training,Flex Trainer,M,1,5103.34,0.0,2025-04-14,Retail,Delhi,5103.34
3369,Men,Running,React Infinity,L,1,5103.34,0.05,2024-09-27,Online,Kolkata,4848.173
3370,Women,Basketball,Air Jordan,XL,1,3328.45,0.0,2025-07-05,Retail,Bengaluru,3328.45
3371,Men,Training,Flex Trainer,XL,1,2636.01,0.0,2025-04-26,Retail,Delhi,2636.01
3372,Kids,Basketball,Kyrie Flytrap,M,4,4500.96,0.77,2025-02-24,Online,Delhi,4140.883199999999
3373,Kids,Training,SuperRep Go,8,4,4500.96,0.76,2025-02-24,Retail,Pune,4320.9216
3374,Men,Training,Flex Trainer,M,4,4500.96,0.0,2024-12-16,Online,Pune,18003.84
3375,Kids,Running,Free RN,M,0,2134.23,0.0,2024-11-22,Online,Bengaluru,0.0
3376,Kids,Soccer,Phantom GT,6,0,3642.74,0.0,2024-11-22,Retail,Kolkata,0.0
3377,Men,Basketball,Kyrie Flytrap,M,0,3642.74,0.38,2024-11-22,Online,Hyderabad,0.0
3378,Kids,Soccer,Phantom GT,XL,1,3642.74,0.0,2024-11-22,Online,Kolkata,3642.74
3379,Men,Basketball,Air Jordan,XL,2,5000.49,0.86,2024-10-23,Retail,Pune,1400.1372000000001
3380,Women,Basketball,Kyrie Flytrap,XL,2,2557.29,0.0,2024-10-23,Online,Mumbai,5114.58
3381,Men,Training,ZoomX Invincible,XL,1,9187.23,0.0,2024-02-23,Retail,Mumbai,9187.23
3382,Men,Basketball,LeBron 20,XL,2,9187.23,0.0,2025-01-10,Retail,Hyderabad,18374.46
3383,Women,Lifestyle,Air Force 1,XL,4,9019.91,0.0,2024-08-12,Retail,Bengaluru,36079.64
3384,Women,Basketball,Air Jordan,10,4,9019.91,0.27,2025-07-22,Retail,Bengaluru,26338.137199999997
3385,Men,Training,ZoomX Invincible,10,4,9019.91,0.0,2025-03-21,Online,Hyderabad,36079.64
3386,Women,Soccer,Phantom GT,8,4,9212.82,1.09,2024-10-16,Retail,Hyderabad,-3316.615200000003
3387,Men,Soccer,Phantom GT,10,4,4042.33,1.07,2025-06-21,Retail,Bengaluru,-1131.852400000001
3388,Women,Running,Free RN,7,3,4042.33,0.0,2025-05-03,Online,Pune,12126.99
3389,Women,Running,Air Zoom,M,3,9764.91,0.0,2025-04-04,Online,Mumbai,29294.73
2044,Kids,Soccer,Premier III,XL,3,2068.95,0.81,2025-04-04,Retail,Delhi,1179.3014999999996
3391,Women,Soccer,Mercurial Superfly,M,2,6325.01,0.0,2023-11-14,Retail,Hyderabad,12650.02
3392,Kids,Lifestyle,Dunk Low,M,1,6325.01,0.0,2023-11-14,Online,Pune,6325.01
3393,Kids,Basketball,Air Jordan,M,1,6325.01,0.68,2025-06-08,Online,Bengaluru,2024.0031999999997
3394,Kids,Lifestyle,Dunk Low,XL,1,6325.01,0.0,2024-11-03,Online,Hyderabad,6325.01
3395,Women,Running,Free RN,L,3,6325.01,0.0,2025-01-15,Online,Mumbai,18975.03
3396,Kids,Running,Free RN,L,2,6325.01,0.0,2025-01-15,Retail,Bengaluru,12650.02
3397,Women,Lifestyle,Dunk Low,M,2,9972.81,0.0,2025-01-15,Online,Mumbai,19945.62
3398,Men,Basketball,LeBron 20,XL,2,2082.49,0.0,2023-08-27,Retail,Kolkata,4164.98
3399,Women,Basketball,LeBron 20,6,0,4507.45,0.0,2025-02-11,Online,Hyderabad,0.0
3400,Kids,Lifestyle,Waffle One,M,0,9706.84,0.23,2024-10-11,Retail,Hyderabad,0.0
3401,Kids,Basketball,Zoom Freak,M,0,9706.84,0.0,2024-10-11,Retail,Kolkata,0.0
3402,Women,Running,Pegasus Turbo,M,0,9706.84,0.03,2024-10-11,Online,Pune,0.0
3403,Kids,Training,Flex Trainer,M,0,9986.17,0.0,2024-10-30,Retail,Pune,0.0
3404,Kids,Basketball,Zoom Freak,XL,0,9986.17,0.0,2025-04-05,Online,Pune,0.0
3405,Women,Lifestyle,Dunk Low,M,0,9986.17,1.04,2025-01-04,Online,Kolkata,-0.0
3406,Women,Basketball,Zoom Freak,10,0,5704.39,1.06,2024-08-19,Online,Bengaluru,-0.0
3407,Women,Lifestyle,Air Force 1,11,0,5704.39,1.11,2025-01-18,Retail,Delhi,-0.0
3408,Men,Basketball,Air Jordan,XL,1,6312.01,0.0,2025-02-28,Retail,Delhi,6312.01
3409,Kids,Running,Air Zoom,M,1,6312.01,0.3,2024-09-08,Retail,Delhi,4418.407
3410,Kids,Running,Free RN,M,0,6983.68,0.0,2025-01-01,Retail,Hyderabad,0.0
3411,Kids,Soccer,Mercurial Superfly,9,0,6983.68,0.0,2025-01-01,Retail,Pune,0.0
3412,Men,Training,Flex Trainer,XL,2,6983.68,0.0,2025-01-01,Online,Hyderabad,13967.36
3413,Kids,Soccer,Phantom GT,XL,2,9996.22,0.0,2023-07-31,Online,Hyderabad,19992.44
3414,Men,Lifestyle,Dunk Low,7,4,9996.22,0.0,2025-01-21,Online,Mumbai,39984.88
3415,Kids,Basketball,Air Jordan,L,1,6165.08,0.0,2024-03-06,Online,Hyderabad,6165.08
3416,Men,Soccer,Phantom GT,XL,1,8954.59,0.33,2025-06-04,Retail,Hyderabad,5999.5752999999995
3417,Men,Basketball,LeBron 20,XL,1,5700.61,0.0,2025-03-30,Online,Kolkata,5700.61
3418,Men,Soccer,Tiempo Legend,M,1,3395.24,1.24,2025-03-30,Retail,Bengaluru,-814.8575999999999
3419,Kids,Training,SuperRep Go,M,4,3395.24,0.92,2025-03-30,Online,Mumbai,1086.4767999999995
3420,Women,Soccer,Premier III,M,1,3395.24,0.0,2025-03-30,Online,Delhi,3395.24
3421,Women,Basketball,Zoom Freak,L,2,3197.01,0.0,2024-12-07,Online,Hyderabad,6394.02
3422,Kids,Training,Metcon 7,XL,2,3197.01,0.0,2024-01-18,Retail,Hyderabad,6394.02
3423,Kids,Basketball,Kyrie Flytrap,L,2,7007.84,0.0,2024-08-06,Retail,Mumbai,14015.68
3424,Women,Training,SuperRep Go,M,1,7007.84,0.32,2025-02-11,Online,Mumbai,4765.3312
3425,Women,Lifestyle,Dunk Low,M,1,2276.09,0.0,2024-07-25,Online,Kolkata,2276.09
3426,Men,Running,Free RN,L,1,8124.38,1.16,2024-07-25,Online,Delhi,-1299.9007999999994
3427,Men,Running,Pegasus Turbo,8,1,2825.86,0.0,2024-07-25,Retail,Mumbai,2825.86
3428,Women,Basketball,Air Jordan,6,1,2825.86,0.23,2024-12-03,Online,Bengaluru,2175.9122
3429,Men,Soccer,Premier III,10,0,7036.03,0.0,2025-07-06,Retail,Delhi,0.0
3430,Men,Training,Flex Trainer,M,1,7036.03,0.0,2025-07-06,Online,Bengaluru,7036.03
3431,Women,Training,Metcon 7,L,1,8741.65,0.96,2024-10-01,Retail,Delhi,349.6660000000003
3432,Kids,Basketball,Kyrie Flytrap,XL,0,8741.65,0.0,2025-06-03,Online,Kolkata,0.0
2028,Kids,Lifestyle,Waffle One,XL,0,8741.65,0.95,2025-01-02,Online,Delhi,0.0
3434,Kids,Basketball,Air Jordan,XL,4,8741.65,0.0,2024-10-21,Online,Delhi,34966.6
3435,Men,Training,SuperRep Go,XL,4,5395.6,0.0,2024-10-21,Online,Delhi,21582.4
3436,Kids,Soccer,Mercurial Superfly,L,3,5395.6,0.0,2025-06-11,Retail,Bengaluru,16186.800000000001
3437,Kids,Soccer,Tiempo Legend,M,3,5395.6,0.0,2024-05-10,Retail,Mumbai,16186.800000000001
3438,Women,Soccer,Phantom GT,7,3,5395.6,0.18,2024-09-05,Retail,Hyderabad,13273.176000000001
2043,Kids,Running,React Infinity,6,3,5395.6,0.06,2025-03-07,Online,Delhi,15215.592
3440,Kids,Lifestyle,Waffle One,M,3,9313.98,0.0,2025-03-07,Online,Mumbai,27941.94
3441,Kids,Running,Free RN,12,2,9313.98,0.0,2025-05-08,Retail,Delhi,18627.96
3442,Kids,Basketball,Zoom Freak,XL,4,2989.01,0.0,2025-01-21,Online,Mumbai,11956.04
3443,Kids,Basketball,Zoom Freak,8,1,2989.01,0.0,2025-01-21,Retail,Mumbai,2989.01
3444,Men,Basketball,LeBron 20,L,1,4693.81,0.0,2025-07-04,Online,Kolkata,4693.81
3445,Men,Lifestyle,Blazer Mid,10,1,4693.81,0.0,2025-07-04,Retail,Bengaluru,4693.81
3446,Men,Lifestyle,Dunk Low,8,0,7609.9,0.0,2024-09-07,Retail,Bengaluru,0.0
3447,Women,Basketball,LeBron 20,M,0,7609.9,0.0,2025-05-14,Retail,Hyderabad,0.0
2038,Kids,Lifestyle,Air Force 1,M,0,7609.9,0.05,2025-05-14,Online,Delhi,0.0
3449,Men,Training,ZoomX Invincible,M,0,2033.28,0.25,2025-02-21,Retail,Delhi,0.0
3450,Men,Running,React Infinity,M,3,2033.28,0.0,2024-01-16,Retail,Bengaluru,6099.84
3451,Men,Training,SuperRep Go,7,0,2033.28,0.0,2025-07-05,Retail,Mumbai,0.0
3452,Men,Training,SuperRep Go,11,0,2033.28,0.0,2024-08-05,Online,Delhi,0.0
3453,Kids,Soccer,Phantom GT,11,0,2033.28,0.0,2024-12-05,Retail,Delhi,0.0
3454,Kids,Basketball,Zoom Freak,XL,2,5947.51,0.0,2024-12-05,Online,Delhi,11895.02
3455,Women,Soccer,Premier III,XL,1,5947.51,0.0,2025-01-17,Retail,Hyderabad,5947.51
3456,Women,Basketball,Air Jordan,12,1,3011.32,0.0,2025-01-17,Online,Delhi,3011.32
3457,Women,Training,Flex Trainer,11,0,6100.23,0.81,2025-02-24,Online,Pune,0.0
3458,Women,Running,Pegasus Turbo,11,0,6100.23,0.83,2025-01-22,Online,Mumbai,0.0
3459,Men,Lifestyle,Blazer Mid,11,0,6100.23,0.0,2025-03-27,Retail,Hyderabad,0.0
3460,Women,Running,React Infinity,XL,0,5403.67,0.0,2025-03-27,Online,Pune,0.0
2004,Kids,Running,Free RN,10,1,2610.98,0.0,2025-03-27,Online,Hyderabad,2610.98
3462,Women,Basketball,Kyrie Flytrap,10,3,2610.98,0.0,2024-12-21,Retail,Bengaluru,7832.9400000000005
3463,Women,Soccer,Phantom GT,12,1,3362.64,0.0,2025-02-24,Retail,Pune,3362.64
3464,Kids,Training,Flex Trainer,XL,0,3362.64,0.0,2025-02-24,Online,Bengaluru,0.0
3465,Men,Lifestyle,Dunk Low,XL,2,6498.22,0.0,2023-11-29,Online,Delhi,12996.44
3466,Men,Basketball,Kyrie Flytrap,XL,2,6498.22,0.5,2024-10-24,Retail,Mumbai,6498.22
3467,Men,Lifestyle,Air Force 1,M,2,9577.99,0.0,2025-03-13,Online,Bengaluru,19155.98
3468,Men,Soccer,Phantom GT,M,4,9577.99,0.93,2025-03-13,Online,Kolkata,2681.837199999998
3469,Kids,Running,Air Zoom,10,1,4590.24,0.0,2024-10-01,Online,Mumbai,4590.24
3470,Kids,Soccer,Tiempo Legend,M,0,5637.46,0.0,2025-02-11,Online,Kolkata,0.0
3471,Kids,Lifestyle,Waffle One,L,0,5637.46,0.0,2025-02-04,Retail,Kolkata,0.0
3472,Men,Basketball,Air Jordan,XL,4,3551.05,0.0,2024-08-31,Online,Hyderabad,14204.2
3473,Kids,Soccer,Premier III,M,4,3551.05,0.0,2024-12-05,Online,Delhi,14204.2
3474,Women,Basketball,LeBron 20,M,2,6506.07,0.0,2024-12-05,Retail,Hyderabad,13012.14
3475,Kids,Soccer,Tiempo Legend,L,1,2120.44,0.0,2024-07-29,Online,Mumbai,2120.44
3476,Men,Training,Flex Trainer,11,2,3891.22,0.37,2025-06-25,Retail,Mumbai,4902.937199999999
3477,Men,Basketball,Air Jordan,M,2,4135.26,0.0,2025-04-25,Online,Delhi,8270.52
3478,Kids,Training,Flex Trainer,9,4,2917.45,0.0,2025-05-17,Retail,Mumbai,11669.8
3479,Women,Training,ZoomX Invincible,XL,4,2917.45,0.0,2024-09-16,Retail,Mumbai,11669.8
3480,Kids,Running,Free RN,M,4,2917.45,0.0,2024-09-16,Online,Bengaluru,11669.8
3481,Women,Lifestyle,Air Force 1,XL,4,4733.92,0.0,2023-10-15,Online,Bengaluru,18935.68
3482,Men,Soccer,Mercurial Superfly,M,4,4733.92,0.0,2024-08-19,Online,Hyderabad,18935.68
3483,Men,Lifestyle,Air Force 1,L,4,4733.92,0.0,2024-12-04,Online,Kolkata,18935.68
3484,Kids,Lifestyle,Dunk Low,12,2,2638.44,0.0,2024-08-18,Online,Bengaluru,5276.88
3485,Women,Lifestyle,Dunk Low,12,2,3240.99,0.0,2024-12-14,Retail,Hyderabad,6481.98
3486,Kids,Training,SuperRep Go,L,4,3240.99,0.0,2024-10-14,Retail,Delhi,12963.96
3487,Men,Lifestyle,Dunk Low,M,4,3240.99,0.42,2025-05-28,Online,Hyderabad,7519.0968
3488,Women,Soccer,Tiempo Legend,XL,4,9446.34,0.0,2025-03-12,Online,Kolkata,37785.36
3489,Kids,Running,React Infinity,8,2,9446.34,0.0,2025-04-04,Online,Mumbai,18892.68
3490,Men,Running,Free RN,L,0,9446.34,0.98,2025-07-08,Online,Delhi,0.0
3491,Men,Soccer,Premier III,XL,1,9446.34,0.39,2024-10-19,Online,Mumbai,5762.2674
2018,Women,Soccer,Phantom GT,6,1,9446.34,0.0,2024-11-13,Online,Bengaluru,9446.34
3493,Men,Lifestyle,Dunk Low,6,1,9446.34,1.09,2024-11-13,Online,Bengaluru,-850.1706000000007
3494,Kids,Running,Pegasus Turbo,6,1,8688.92,0.87,2024-09-17,Retail,Pune,1129.5596
3495,Women,Basketball,LeBron 20,M,1,8688.92,0.0,2024-08-13,Retail,Pune,8688.92
3496,Men,Running,Air Zoom,M,3,8688.92,0.77,2024-10-08,Retail,Delhi,5995.3548
3497,Women,Basketball,Zoom Freak,L,2,8688.92,0.0,2024-12-08,Online,Mumbai,17377.84
3498,Women,Training,SuperRep Go,M,0,8797.69,0.0,2024-09-10,Retail,Pune,0.0
3499,Women,Training,ZoomX Invincible,M,1,5864.29,0.0,2025-03-30,Retail,Kolkata,5864.29
3500,Kids,Lifestyle,Blazer Mid,L,1,5471.81,0.56,2025-03-25,Retail,Kolkata,2407.5964
3501,Men,Lifestyle,Blazer Mid,L,1,6418.29,1.13,2024-11-09,Retail,Mumbai,-834.3776999999993
3502,Men,Lifestyle,Blazer Mid,L,0,6418.29,0.89,2023-11-09,Online,Delhi,0.0
3503,Men,Training,SuperRep Go,M,0,6992.17,0.0,2024-11-16,Online,Mumbai,0.0
3504,Women,Training,SuperRep Go,M,0,9075.41,0.03,2024-08-18,Retail,Delhi,0.0
2020,Kids,Lifestyle,Blazer Mid,XL,0,7126.64,0.89,2025-05-10,Retail,Delhi,0.0
3506,Men,Training,Metcon 7,L,0,9701.91,0.51,2025-05-10,Online,Pune,0.0
3507,Kids,Running,Free RN,7,4,2066.04,0.05,2025-05-10,Retail,Mumbai,7850.951999999999
3508,Kids,Training,ZoomX Invincible,7,4,2066.04,0.0,2024-10-12,Retail,Bengaluru,8264.16
3509,Kids,Lifestyle,Blazer Mid,12,4,2066.04,0.0,2025-07-22,Online,Mumbai,8264.16
3510,Men,Soccer,Tiempo Legend,M,4,3248.17,0.0,2025-04-17,Retail,Hyderabad,12992.68
3511,Kids,Lifestyle,Blazer Mid,XL,4,3248.17,0.06,2025-02-15,Retail,Hyderabad,12213.1192
3512,Kids,Basketball,Zoom Freak,M,4,6145.98,0.96,2025-06-05,Retail,Pune,983.3568000000008
3513,Women,Training,SuperRep Go,M,0,6145.98,0.0,2025-04-16,Retail,Hyderabad,0.0
3514,Kids,Running,React Infinity,7,2,6546.46,0.0,2024-08-10,Retail,Hyderabad,13092.92
3515,Men,Training,Flex Trainer,XL,2,2604.11,0.9,2024-08-10,Online,Kolkata,520.8219999999999
3516,Men,Training,ZoomX Invincible,M,2,7495.24,0.42,2024-08-10,Online,Pune,8694.4784
3517,Women,Running,Air Zoom,M,2,9962.36,0.0,2024-08-10,Retail,Hyderabad,19924.72
3518,Women,Basketball,Air Jordan,XL,2,2080.85,0.0,2024-08-14,Retail,Delhi,4161.7
3519,Kids,Soccer,Premier III,XL,2,2080.85,0.0,2025-05-25,Retail,Kolkata,4161.7
3520,Women,Lifestyle,Waffle One,XL,2,2080.85,1.24,2024-03-22,Retail,Delhi,-998.8079999999999
3521,Women,Training,ZoomX Invincible,M,3,8565.24,0.0,2024-03-22,Online,Kolkata,25695.72
2002,Women,Basketball,Zoom Freak,M,3,9041.15,0.44,2024-03-22,Retail,Kolkata,15189.132
3523,Kids,Training,SuperRep Go,6,3,7061.5,1.04,2024-06-09,Retail,Kolkata,-847.3800000000008
3524,Kids,Training,SuperRep Go,9,3,7170.91,0.0,2024-11-12,Online,Mumbai,21512.73
3525,Kids,Running,React Infinity,9,3,7170.91,0.0,2025-01-29,Retail,Mumbai,21512.73
2030,Men,Basketball,Air Jordan,9,3,3742.67,0.0,2024-12-18,Online,Hyderabad,11228.01
3527,Men,Soccer,Phantom GT,9,3,3742.67,0.0,2025-06-12,Online,Mumbai,11228.01
3528,Kids,Running,React Infinity,L,1,3742.67,0.0,2024-08-21,Retail,Hyderabad,3742.67
3529,Men,Training,SuperRep Go,L,1,3034.73,0.2,2025-03-28,Retail,Delhi,2427.784
3530,Women,Soccer,Mercurial Superfly,L,0,3034.73,0.0,2023-09-25,Retail,Kolkata,0.0
